-60.3432003255, 73.5677480596, 0.0000000000
-60.3432003255, 73.5677480596, 0.0000000000
-60.8723230976, 73.8336976067, 0.0000000000
-60.8723230976, 73.8336976067, 0.0000000000
-61.2131031382, 73.9811894689, 0.0000000000
-61.2131031382, 73.9811894689, 0.0000000000
-61.4839455281, 74.0865072264, 0.0000000000
-61.4839455281, 74.0865072264, 0.0000000000
-61.9856872332, 74.2563018776, 0.0000000000
-61.9856872332, 74.2563018776, 0.0000000000
-62.7784913538, 74.4651394028, 0.0000000000
-62.7784913538, 74.4651394028, 0.0000000000
-64.2913062898, 74.6948998750, 0.0000000000
-64.2913062898, 74.6948998750, 0.0000000000
-65.5651184097, 74.7460258459, 0.0000000000
-65.5651184097, 74.7460258459, 0.0000000000
-66.3559666451, 74.7215361159, 0.0000000000
-66.3559666451, 74.7215361159, 0.0000000000
-67.5820817506, 74.6072266438, 0.0000000000
-67.5820817506, 74.6072266438, 0.0000000000
-68.2390647702, 74.5104826093, 0.0000000000
-68.2390647702, 74.5104826093, 0.0000000000
-68.9101818602, 74.3875602947, 0.0000000000
-68.9101818602, 74.3875602947, 0.0000000000
-69.8184907856, 74.1840559626, 0.0000000000
-69.8184907856, 74.1840559626, 0.0000000000
-70.4689361534, 74.0130377925, 0.0000000000
-70.4689361534, 74.0130377925, 0.0000000000
-70.5202656938, 73.9986646423, 0.0000000000
-70.5202656938, 73.9986646423, 0.0000000000
-70.8581892225, 73.9008799190, 0.0000000000
-70.8581892225, 73.9008799190, 0.0000000000
-71.6696398684, 73.6439756147, 0.0000000000
-71.6696398684, 73.6439756147, 0.0000000000
-72.2625475132, 73.4368917113, 0.0000000000
-72.2625475132, 73.4368917113, 0.0000000000
-73.0379784994, 73.1418434440, 0.0000000000
-73.0379784994, 73.1418434440, 0.0000000000
-73.3451553972, 73.0174661697, 0.0000000000
-73.3451553972, 73.0174661697, 0.0000000000
-74.4997065540, 72.5124085217, 0.0000000000
-74.4997065540, 72.5124085217, 0.0000000000
-75.3619043602, 72.0968808033, 0.0000000000
-75.3619043602, 72.0968808033, 0.0000000000
-75.9940977944, 71.7714971834, 0.0000000000
-75.9940977944, 71.7714971834, 0.0000000000
-76.7908705594, 71.3365055412, 0.0000000000
-76.7908705594, 71.3365055412, 0.0000000000
-78.1395476329, 70.5368056170, 0.0000000000
-78.1395476329, 70.5368056170, 0.0000000000
-79.8913940663, 69.3778725186, 0.0000000000
-79.8913940663, 69.3778725186, 0.0000000000
-81.4266983782, 68.2481717248, 0.0000000000
-81.4266983782, 68.2481717248, 0.0000000000
-82.9301565232, 67.0353330339, 0.0000000000
-82.9301565232, 67.0353330339, 0.0000000000
-84.3527577112, 65.7867500302, 0.0000000000
-84.3527577112, 65.7867500302, 0.0000000000
-85.6500604410, 64.5585995894, 0.0000000000
-85.6500604410, 64.5585995894, 0.0000000000
-86.8335003604, 63.3600187463, 0.0000000000
-86.8335003604, 63.3600187463, 0.0000000000
-87.6182012685, 62.5221846629, 0.0000000000
-87.6182012685, 62.5221846629, 0.0000000000
-89.0647338248, 60.8826065210, 0.0000000000
-89.0647338248, 60.8826065210, 0.0000000000
-90.1179450722, 59.6066016338, 0.0000000000
-90.1179450722, 59.6066016338, 0.0000000000
-91.1355007637, 58.3032606854, 0.0000000000
-91.1355007637, 58.3032606854, 0.0000000000
-91.9673133147, 57.1829575917, 0.0000000000
-91.9673133147, 57.1829575917, 0.0000000000
-92.9169111002, 55.8394586863, 0.0000000000
-92.9169111002, 55.8394586863, 0.0000000000
-93.6253454783, 54.7892770498, 0.0000000000
-93.6253454783, 54.7892770498, 0.0000000000
-94.4417346995, 53.5245420343, 0.0000000000
-94.4417346995, 53.5245420343, 0.0000000000
-95.2083064816, 52.2798063572, 0.0000000000
-95.2083064816, 52.2798063572, 0.0000000000
-96.2128619282, 50.5567685467, 0.0000000000
-96.2128619282, 50.5567685467, 0.0000000000
-97.4282510736, 48.3149654439, 0.0000000000
-97.4282510736, 48.3149654439, 0.0000000000
-98.3106835502, 46.5629367349, 0.0000000000
-98.3106835502, 46.5629367349, 0.0000000000
-99.3834582577, 44.2656403369, 0.0000000000
-99.3834582577, 44.2656403369, 0.0000000000
-100.4642985617, 41.7243907207, 0.0000000000
-100.4642985617, 41.7243907207, 0.0000000000
-101.2070369053, 39.8126328036, 0.0000000000
-101.2070369053, 39.8126328036, 0.0000000000
-101.8430203864, 38.0405341652, 0.0000000000
-101.8430203864, 38.0405341652, 0.0000000000
-102.5538739073, 35.8716279222, 0.0000000000
-102.5538739073, 35.8716279222, 0.0000000000
-103.1512335702, 33.8464346125, 0.0000000000
-103.1512335702, 33.8464346125, 0.0000000000
-103.7856062823, 31.4087650614, 0.0000000000
-103.7856062823, 31.4087650614, 0.0000000000
-104.3746435997, 28.7355208551, 0.0000000000
-104.3746435997, 28.7355208551, 0.0000000000
-104.8425369834, 26.1151091726, 0.0000000000
-104.8425369834, 26.1151091726, 0.0000000000
-105.1073077093, 24.2584787332, 0.0000000000
-105.1073077093, 24.2584787332, 0.0000000000
-105.3346093534, 22.2018368122, 0.0000000000
-105.3346093534, 22.2018368122, 0.0000000000
-105.4711009219, 20.4685653415, 0.0000000000
-105.4711009219, 20.4685653415, 0.0000000000
-105.5335760271, 19.3108255950, 0.0000000000
-105.5335760271, 19.3108255950, 0.0000000000
-105.5878283739, 16.9244932670, 0.0000000000
-105.5878283739, 16.9244932670, 0.0000000000
-105.5798127344, 15.9177530355, 0.0000000000
-105.5798127344, 15.9177530355, 0.0000000000
